,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,gdp, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,log_rate
634,2006,1,78.0,16,1,4.15,1185.412346,88,0,51.4,1,89,7.82,89,0.1,5245,2.0,1.9,0.727,12.6,4.3694478524670215
635,2005,1,78.6,97,1,4.1,1002.833273,9,1,5.3,1,91,7.74,91,0.1,4697,2.0,2.0,0.723,12.4,4.377014092850337
636,2004,1,77.7,12,1,4.09,1043.10795,89,0,49.3,1,9,7.8,9,0.1,4425,2.1,2.0,0.719,12.2,4.365643155423357
637,2003,1,78.0,1,1,4.04,1070.268999,86,1,48.3,1,88,8.45,88,0.1,4167,2.2,2.1,0.715,12.1,4.3694478524670215
638,2002,1,78.3,99,1,4.17,112.9493745,94,0,47.3,1,94,8.23,94,0.1,462,2.2,2.2,0.712,11.9,4.373238128640803
639,2001,1,77.5,1,1,4.29,868.3713593,8,0,46.4,1,92,7.25,91,0.1,3981,2.3,2.2,0.708,11.7,4.363098624788363
640,2000,1,77.6,98,1,4.34,94.17819458,89,0,45.4,1,8,7.12,88,0.1,388,2.4,2.3,0.702,11.6,4.364371699435161
641,2015,0,78.0,95,0,0.0,0.0,94,206,63.7,0,94,0.0,94,0.1,11579,1.5,1.4,0.823,15.3,4.3694478524670215
642,2014,0,77.8,97,0,12.14,1884.098811,95,0,63.1,0,95,7.8,95,0.1,13467,1.5,1.5,0.82,15.1,4.366912996863833
643,2013,0,77.7,97,0,12.39,1899.107385,96,0,62.5,0,96,7.83,96,0.1,13574,1.5,1.5,0.817,14.9,4.365643155423357
644,2012,0,77.1,14,0,11.49,1851.713262,98,2,61.9,0,96,7.8,96,0.1,13235,1.5,1.5,0.815,14.6,4.35799005684564
645,2011,0,77.0,14,0,12.19,1913.356642,97,12,61.3,0,96,7.8,96,0.1,14539,1.6,1.5,0.808,14.5,4.356708826689592
646,2010,0,76.6,16,0,12.1,206.8868182,97,7,6.6,0,97,8.25,97,0.1,1355,1.6,1.6,0.803,14.2,4.351567427189173
647,2009,0,76.3,19,0,12.21,2160.380199,97,2,6.0,0,96,8.18,96,0.1,14157,1.7,1.6,0.803,14.2,4.3476939555933765
648,2008,0,76.0,116,0,12.06,2425.403891,97,51,59.4,0,96,7.7,96,0.1,15893,1.7,1.7,0.8,14.3,4.343805421853684
649,2007,0,75.8,114,0,12.56,2019.812779,95,0,58.7,0,96,7.44,96,0.1,13546,1.8,1.7,0.793,14.3,4.341204640153626
650,2006,0,75.9,113,0,11.83,1555.651986,0,1,58.1,0,96,6.95,96,0.1,11363,1.8,1.8,0.783,13.9,4.3425058765115985
651,2005,0,75.2,116,0,11.59,167.2319899,0,2,57.5,0,96,6.89,96,0.1,1224,1.8,1.8,0.777,13.6,4.333361462692601
652,2004,0,75.4,114,0,13.11,1116.396502,0,54,56.9,0,96,6.56,96,0.1,9365,1.9,1.9,0.771,13.3,4.335982696172475
653,2003,0,74.7,122,0,13.78,93.67706503,0,19,56.3,0,95,6.35,94,0.1,785,1.9,1.9,0.765,12.9,4.3267781604434035
654,2002,0,74.8,124,0,13.39,11.63615139,0,6,55.8,0,95,6.19,95,0.1,653,2.0,2.0,0.759,12.6,4.328098292648326
655,2001,0,74.9,126,0,13.15,650.9567981,0,8,55.2,0,94,7.16,94,0.1,5245,2.0,2.0,0.749,12.3,4.3294166844015844
656,2000,0,74.7,127,0,12.73,649.3909871,0,9,54.7,0,94,7.66,93,0.1,4919,2.1,2.1,0.739,12.2,4.3267781604434035
657,2015,1,79.1,92,1,0.0,0.0,99,0,61.4,1,99,0.0,99,0.1,762,3.5,3.3,0.773,13.9,4.383275854074314
658,2014,1,79.0,93,1,4.37,13.6691019,97,0,6.7,1,99,11.6,99,0.1,75,3.4,3.3,0.772,14.0,4.382026634673881
659,2013,1,78.7,96,1,4.18,95.67571176,96,0,59.9,1,99,9.48,99,0.1,676,3.4,3.3,0.773,14.7,4.378269585796169
660,2012,1,78.7,96,1,4.16,742.1961992,96,0,59.2,1,98,8.59,99,0.1,6425,3.4,3.2,0.778,15.7,4.378269585796169
661,2011,1,78.8,92,1,4.14,102.0645784,96,0,58.4,1,99,1.6,97,0.1,675,3.4,3.2,0.78,16.5,4.379523504455763
662,2010,1,78.0,98,1,4.13,787.2808163,96,0,57.7,1,99,1.19,96,0.1,5676,3.4,3.2,0.784,17.6,4.3694478524670215
663,2009,1,78.1,11,1,4.01,818.8771016,96,0,56.9,1,99,11.78,96,0.1,5484,3.4,3.2,0.782,17.7,4.370712874773608
664,2008,1,77.9,12,1,4.26,708.6157966,95,0,56.2,1,99,1.79,95,0.1,5376,3.4,3.2,0.771,17.1,4.368181227851829
665,2007,1,78.1,14,1,4.13,750.7147641,93,0,55.4,1,99,1.42,93,0.1,5184,3.4,3.2,0.754,16.0,4.370712874773608
666,2006,1,78.0,14,1,4.17,523.4724284,89,0,54.6,1,99,7.67,89,0.1,4669,3.4,3.2,0.732,14.7,4.3694478524670215
667,2005,1,77.2,19,1,4.48,518.9359221,95,0,53.8,1,99,9.39,89,0.1,3779,3.4,3.3,0.719,14.2,4.359269647551265
668,2004,1,77.3,17,1,4.38,4.484254579,99,0,53.0,1,98,6.14,88,0.1,339,3.4,3.3,0.705,13.2,4.360547602996758
669,2003,1,77.4,18,1,4.39,60.34145124,99,0,52.1,1,98,6.31,72,0.1,3192,3.5,3.3,0.694,12.9,4.361823927356363
670,2002,1,77.7,19,1,4.1,334.7672107,98,0,51.3,1,98,6.5,99,0.1,2994,3.5,3.3,0.692,12.5,4.365643155423357
671,2001,1,76.7,115,1,4.04,322.5863149,98,0,5.4,1,99,6.27,98,0.1,2832,3.6,3.4,0.686,12.3,4.3528552573736015
672,2000,1,76.9,115,1,3.92,49.34007756,98,0,49.4,1,98,6.7,95,0.1,2741,3.6,3.4,0.679,12.1,4.355425952876702
673,2015,0,85.0,52,0,0.0,0.0,97,0,6.3,0,97,0.0,97,0.1,2375,1.0,1.0,0.854,14.3,4.454347296253507
674,2014,0,83.0,53,0,0.01,207.3041936,96,10,59.8,0,99,7.37,99,0.1,2734,0.9,1.0,0.85,14.0,4.430816798843313
675,2013,0,81.0,54,0,9.04,212.0859259,96,0,59.2,0,99,7.46,99,0.1,2797,0.9,1.0,0.85,13.8,4.406719247264253
676,2012,0,80.0,56,0,10.55,2159.756205,96,1,58.7,0,99,7.44,99,0.1,28951,0.9,1.0,0.85,13.8,4.394449154672439
677,2011,0,79.7,57,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,32233,0.9,1.0,0.847,13.8,4.390738575275903
678,2010,0,79.5,59,0,11.32,283.3300258,96,18,57.8,0,99,7.23,99,0.1,3818,0.9,1.0,0.853,14.6,4.388257184424518
679,2009,0,79.3,6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,3215,0.9,1.0,0.849,14.1,4.385769620952716
680,2008,0,79.1,62,0,12.01,239.6409938,93,1,56.8,0,97,6.89,97,0.1,3539,0.9,1.0,0.844,13.7,4.383275854074314
681,2007,0,78.9,63,0,11.56,1958.525877,93,0,56.3,0,97,6.5,97,0.1,31386,0.9,1.0,0.836,13.5,4.380775852772229
682,2006,0,78.8,64,0,11.47,1700.841534,93,0,55.8,0,97,6.28,97,0.1,27169,0.9,1.0,0.829,13.4,4.379523504455763
683,2005,0,78.7,65,0,11.41,1562.520827,88,1,55.3,0,98,6.37,98,0.1,25324,0.9,1.0,0.826,13.5,4.378269585796169
684,2004,0,78.6,65,0,13.03,1586.724172,88,0,54.8,0,98,6.42,98,0.1,23932,0.9,1.0,0.823,13.4,4.377014092850337
685,2003,0,78.5,66,0,10.62,158.7087399,88,0,54.3,0,98,6.83,98,0.1,2293,0.9,1.0,0.815,13.0,4.375757021660286
686,2002,0,78.4,68,0,11.68,1128.050886,88,0,53.8,0,98,6.12,98,0.1,16372,0.9,1.0,0.805,12.5,4.37449836825309
687,2001,0,78.2,69,0,10.16,100.8086193,89,0,53.3,0,97,5.78,97,0.1,1562,0.9,1.0,0.8,12.4,4.37197629882038
688,2000,0,78.1,7,0,9.56,950.8027925,89,0,52.8,0,97,5.77,97,0.1,14672,0.9,1.0,0.798,12.5,4.370712874773608
689,2015,0,78.8,86,0,0.0,0.0,97,9,66.1,0,97,0.0,97,0.1,0,1.8,1.8,0.0,0.0,4.379523504455763
690,2014,0,78.6,88,0,12.68,0.0,99,222,65.6,0,99,7.41,97,0.1,0,1.8,1.9,0.0,0.0,4.377014092850337
691,2013,0,78.2,9,0,12.45,0.0,99,15,65.1,0,99,7.49,98,0.1,0,1.8,1.9,0.0,0.0,4.37197629882038
692,2012,0,78.0,93,0,12.71,0.0,99,22,64.5,0,99,7.55,99,0.1,0,1.8,1.9,0.0,0.0,4.3694478524670215
693,2011,0,77.8,97,0,12.43,0.0,99,17,64.0,0,99,7.5,99,0.1,0,1.9,1.9,0.0,0.0,4.366912996863833
694,2010,0,77.5,99,0,12.69,0.0,99,0,63.6,0,99,7.43,99,0.1,0,1.9,2.0,0.0,0.0,4.363098624788363
695,2009,0,77.1,12,0,13.23,0.0,99,5,63.1,0,99,7.85,99,0.1,0,1.9,2.0,0.0,0.0,4.35799005684564
696,2008,0,77.0,16,0,13.25,0.0,99,2,62.6,0,99,6.82,99,0.1,0,1.9,2.0,0.0,0.0,4.356708826689592
697,2007,0,76.8,17,0,13.43,0.0,99,2,62.2,0,99,6.52,99,0.1,0,2.0,2.1,0.0,0.0,4.354141431184346
698,2006,0,76.5,19,0,13.03,0.0,98,7,61.8,0,98,6.69,98,0.1,0,2.0,2.1,0.0,0.0,4.350277936359301
699,2005,0,75.9,114,0,13.19,0.0,99,0,61.3,0,96,6.93,97,0.1,0,2.1,2.1,0.0,0.0,4.3425058765115985
700,2004,0,75.8,116,0,13.24,0.0,98,17,6.8,0,96,6.9,98,0.1,0,2.1,2.2,0.0,0.0,4.341204640153626
701,2003,0,75.2,122,0,13.01,0.0,92,30,6.4,0,97,7.13,97,0.1,0,2.2,2.2,0.0,0.0,4.333361462692601
702,2002,0,75.3,12,0,13.47,0.0,86,4,59.9,0,97,6.8,98,0.1,0,2.2,2.3,0.0,0.0,4.334672938290411
703,2001,0,75.1,123,0,13.36,0.0,0,6,59.4,0,97,6.42,98,0.1,0,2.2,2.3,0.0,0.0,4.33204826486764
704,2000,0,74.7,126,0,13.22,0.0,0,9,59.0,0,98,6.31,98,0.1,0,2.3,2.3,0.0,0.0,4.3267781604434035
705,2015,1,76.0,139,6,0.0,0.0,96,0,32.9,7,99,0.0,96,0.1,0,4.9,4.9,0.0,0.0,4.343805421853684
706,2014,1,73.0,142,6,0.01,0.0,93,3,32.4,8,99,0.0,93,0.1,0,4.9,4.9,0.0,0.0,4.30406509320417
707,2013,1,71.0,146,6,3.35,0.0,93,0,31.8,8,99,0.0,93,0.1,0,5.0,5.0,0.0,0.0,4.276666119016055
708,2012,1,69.8,149,7,3.61,0.0,96,0,31.3,9,99,0.0,96,0.1,0,5.1,5.1,0.0,0.0,4.259859000699674
709,2011,1,69.4,153,8,3.39,0.0,94,0,3.8,10,99,0.0,94,0.1,0,5.1,5.2,0.0,0.0,4.254193263163997
710,2010,1,69.0,157,8,3.12,0.0,93,0,3.3,10,99,0.0,93,0.1,0,5.2,5.2,0.0,0.0,4.248495242049359
711,2009,1,68.7,161,9,3.35,0.0,93,0,29.7,11,98,0.0,93,0.1,0,5.3,5.3,0.0,0.0,4.244200317766478
712,2008,1,68.6,164,9,3.16,0.0,92,8,29.2,12,98,0.0,92,0.1,0,5.4,5.4,0.0,0.0,4.242764567340374
713,2007,1,68.5,166,9,3.13,0.0,92,3550,28.7,12,99,0.0,92,0.1,0,5.5,5.5,0.0,0.0,4.241326752570746
714,2006,1,68.5,165,10,3.28,0.0,96,0,28.2,12,98,0.0,89,0.1,0,5.6,5.6,0.0,0.0,4.241326752570746
715,2005,1,68.5,165,10,3.21,0.0,92,0,27.7,13,97,0.0,79,0.1,0,5.7,5.7,0.0,0.0,4.241326752570746
716,2004,1,68.4,165,11,3.13,0.0,98,0,27.2,14,99,0.0,72,0.1,0,5.7,5.7,0.0,0.0,4.239886867512759
717,2003,1,68.1,165,12,3.13,0.0,27,0,26.7,15,99,0.0,68,0.1,0,5.8,5.8,0.0,0.0,4.235554730773624
718,2002,1,67.6,167,14,3.08,0.0,0,0,26.2,18,99,0.0,64,0.1,0,5.9,5.9,0.0,0.0,4.22829253473184
719,2001,1,66.6,177,16,2.53,0.0,0,0,25.7,21,98,0.0,62,0.1,0,5.9,6.0,0.0,0.0,4.213607983048918
720,2000,1,65.4,192,18,3.52,0.0,0,0,25.2,25,93,0.0,56,0.1,0,6.0,6.0,0.0,0.0,4.1956970564823886
721,2015,1,59.8,258,236,0.0,0.0,81,5020,21.6,308,78,0.0,81,1.1,0,9.5,9.3,0.0,0.0,4.107589788972121
722,2014,1,59.3,266,237,0.01,0.0,8,33711,21.1,312,79,4.33,8,1.1,0,9.7,9.5,0.0,0.0,4.09933210373314
723,2013,1,58.8,272,238,0.01,0.0,74,88381,2.6,314,74,3.89,74,1.2,0,9.9,9.6,0.0,0.0,4.091005660956586
724,2012,1,58.3,277,239,0.01,0.0,75,72029,2.1,317,76,3.77,75,1.5,0,1.0,9.8,0.0,0.0,4.08260930600368
725,2011,1,57.9,278,239,1.82,0.0,74,133802,19.6,319,77,3.53,74,1.6,0,1.2,1.0,0.0,0.0,4.075841090657541
726,2010,1,57.4,283,239,1.81,0.0,6,5407,19.1,321,76,4.4,6,1.6,0,1.4,1.2,0.0,0.0,4.067315889834181
727,2009,1,56.7,292,238,2.13,0.0,72,57,18.6,323,78,5.61,72,1.7,0,1.6,1.4,0.0,0.0,4.055257173514054
728,2008,1,56.3,295,237,2.09,0.0,65,12461,18.2,324,64,4.46,65,1.8,0,1.8,1.7,0.0,0.0,4.048300623720694
729,2007,1,55.7,299,236,1.52,0.0,7,55577,17.8,326,72,3.61,7,1.9,0,11.1,1.9,0.0,0.0,4.037774210733707
730,2006,1,55.0,36,235,1.53,0.0,0,80123,17.3,327,62,3.39,62,2.0,0,11.3,11.1,0.0,0.0,4.02535169073515
731,2005,1,54.3,314,233,1.43,0.0,0,182485,16.9,329,6,3.14,6,2.0,0,11.5,11.3,0.0,0.0,4.012772908528289
732,2004,1,53.5,323,232,1.44,0.0,0,44934,16.5,330,52,3.34,54,2.1,0,11.7,11.5,0.0,0.0,3.9982007016691985
733,2003,1,52.8,332,231,1.83,0.0,0,21956,16.1,331,47,3.2,41,2.2,0,11.9,11.7,0.0,0.0,3.9852734671677386
734,2002,1,52.1,341,229,1.85,0.0,0,30466,15.7,331,4,2.59,38,2.4,0,12.1,11.9,0.0,0.0,3.9721769282478934
735,2001,1,51.8,34,227,1.9,0.0,0,8072,15.3,332,3,2.67,3,2.4,0,12.2,12.1,0.0,0.0,3.966511190712216
736,2000,1,51.3,346,226,1.98,0.0,0,8282,14.9,332,42,1.45,4,2.5,0,12.4,12.3,0.0,0.0,3.9569963710708773
737,2015,0,86.0,71,0,0.0,0.0,0,9,58.8,0,93,0.0,93,0.1,5314,1.1,0.9,0.923,19.2,4.465908118654584
738,2014,0,84.0,73,0,9.64,10468.76292,0,27,58.4,0,94,1.8,94,0.1,62425,1.1,0.9,0.926,19.2,4.442651256490317
739,2013,0,81.0,75,0,9.5,10261.763,0,17,58.1,0,94,11.25,94,0.1,61191,1.1,0.9,0.924,18.7,4.406719247264253
740,2012,0,80.0,76,0,9.26,928.4170785,0,2,57.7,0,94,1.98,94,0.1,5857,1.1,0.9,0.922,18.4,4.394449154672439
741,2011,0,79.7,79,0,10.47,10251.10872,0,84,57.4,0,91,1.87,91,0.1,61753,1.1,0.9,0.91,16.9,4.390738575275903
742,2010,0,79.2,84,0,10.28,954.4865933,0,5,57.0,0,9,11.8,9,0.1,5841,1.1,0.9,0.906,16.8,4.384523514872469
743,2009,0,78.9,86,0,10.08,9765.616994,0,6,56.6,0,89,11.47,89,0.1,58163,1.1,0.9,0.906,16.8,4.380775852772229
744,2008,0,78.8,88,0,10.7,10761.18209,0,14,56.3,0,88,1.18,88,0.1,64322,1.1,0.9,0.906,16.8,4.379523504455763
745,2007,0,78.4,93,0,10.99,9703.068121,0,2,55.9,0,87,9.99,87,0.1,58487,1.2,0.9,0.904,16.7,4.37449836825309
746,2006,0,78.1,93,0,11.02,850.9544783,0,27,55.4,0,93,9.92,93,0.1,5226,1.2,0.9,0.902,16.9,4.370712874773608
747,2005,0,78.1,92,0,11.28,7627.412444,0,2,55.0,0,93,9.77,93,0.1,48799,1.2,1.0,0.897,16.6,4.370712874773608
748,2004,0,77.7,98,0,11.27,6948.839868,0,0,54.4,0,95,9.67,95,0.1,46511,1.2,1.0,0.893,16.5,4.365643155423357
749,2003,0,77.3,11,0,11.54,650.9813544,0,0,53.9,0,96,9.51,96,0.1,4458,1.2,1.0,0.882,16.3,4.360547602996758
750,2002,0,77.0,14,0,11.34,4801.546125,0,32,53.3,0,98,9.33,98,0.1,33228,1.2,1.0,0.875,16.6,4.356708826689592
751,2001,0,77.0,12,0,11.56,530.4832336,0,11,52.8,0,97,9.1,97,0.1,3751,1.3,1.0,0.862,16.2,4.356708826689592
752,2000,0,76.9,12,0,11.69,508.7496912,0,14,52.2,0,97,8.7,97,0.1,3743,1.3,1.0,0.86,16.5,4.355425952876702
753,2015,1,63.5,241,1,0.0,0.0,84,47,35.0,1,84,0.0,84,2.1,1862,5.6,5.4,0.47,6.3,4.1666652238017265
754,2014,1,63.0,252,1,0.38,24.73299655,78,0,34.4,1,78,1.57,78,2.1,174,5.6,5.4,0.467,6.3,4.1588830833596715
755,2013,1,62.7,256,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,1622,5.6,5.4,0.464,6.3,4.154184562578117
756,2012,1,62.2,263,1,0.52,217.2125786,81,709,33.2,2,81,8.95,81,1.9,1536,5.6,5.5,0.46,6.3,4.146304301152812
757,2011,1,61.8,268,1,0.39,20.35974738,87,49,32.7,2,87,8.71,87,2.7,143,5.6,5.5,0.451,5.9,4.139955073474153
758,2010,1,61.3,273,1,0.44,187.4960097,88,7,32.2,2,88,8.84,88,3.1,1325,5.6,5.6,0.441,5.5,4.131961425793407
759,2009,1,69.0,279,1,0.49,177.2671607,89,48,31.7,2,89,8.37,89,3.2,1253,5.7,5.6,0.436,5.3,4.248495242049359
760,2008,1,62.0,289,1,0.49,171.7686449,88,143,31.3,2,89,8.5,89,3.3,1214,5.7,5.6,0.427,5.0,4.143134726391533
761,2007,1,59.8,296,1,0.45,20.86878709,25,24,3.9,2,88,7.72,88,3.5,147,5.8,5.7,0.416,4.5,4.107589788972121
762,2006,1,59.1,39,2,1.02,121.4812077,0,49,3.6,2,72,7.5,72,3.7,965,5.8,5.7,0.405,4.3,4.096009841541162
763,2005,1,58.6,318,2,1.23,12.70325933,0,298,3.2,2,71,7.21,71,3.9,94,5.9,5.8,0.396,4.0,4.087655574071304
764,2004,1,58.1,326,2,1.18,106.0354659,0,71,29.8,2,64,6.76,64,4.0,864,6.0,5.9,0.388,3.7,4.079230924412053
765,2003,1,58.0,325,2,1.02,94.13302875,0,37,29.4,2,68,6.22,68,4.2,819,6.1,5.9,0.378,3.5,4.07753744390572
766,2002,1,57.9,322,2,1.03,13.46662004,0,50,29.0,2,62,5.45,62,4.3,792,6.2,6.0,0.372,3.3,4.075841090657541
767,2001,1,57.7,323,2,0.95,92.4978948,0,79,28.6,2,49,5.37,53,4.3,781,6.3,6.1,0.363,2.9,4.072439726834051
768,2000,1,57.4,325,2,1.34,91.95075901,0,183,28.2,2,46,5.75,46,4.1,768,6.4,6.1,0.361,2.9,4.067315889834181
769,2013,1,0.0,0,0,0.01,11.41955507,96,0,58.4,0,96,5.58,96,0.1,722,2.7,2.6,0.721,12.7,0.0
770,2015,1,73.9,152,6,0.0,0.0,81,0,58.9,7,87,0.0,85,0.3,6468,3.3,3.2,0.718,13.2,4.316153890523174
771,2014,1,73.6,154,6,5.92,1088.244952,89,0,57.9,7,9,4.38,91,0.3,6268,3.3,3.2,0.712,13.2,4.312140507209715
772,2013,1,73.4,157,6,5.93,97.52211538,8,0,56.8,7,82,4.12,83,0.3,627,3.3,3.2,0.709,13.2,4.309455941839047
773,2012,1,72.1,174,6,5.93,857.1307037,74,0,55.8,7,85,4.26,85,0.4,5968,3.3,3.2,0.706,13.1,4.291828366755733
774,2011,1,73.1,16,6,5.91,843.7876995,8,2,54.7,7,84,4.22,84,0.7,5759,3.3,3.2,0.703,13.0,4.3054155323020415
775,2010,1,72.7,166,6,6.02,664.5585242,83,0,53.6,8,85,4.6,88,0.9,5451,3.3,3.3,0.697,12.9,4.300002799195291
776,2009,1,73.6,157,6,6.05,587.8828228,8,0,52.6,8,85,4.41,82,1.2,4952,3.4,3.3,0.695,12.9,4.312140507209715
777,2008,1,73.3,161,6,6.12,49.09241952,81,0,51.5,8,86,4.2,82,1.4,511,3.4,3.3,0.692,12.8,4.308110951723713
778,2007,1,72.9,164,6,6.05,74.8217488,81,0,5.4,8,86,4.34,85,1.6,4647,3.4,3.4,0.685,12.7,4.302712827954156
779,2006,1,72.3,178,7,6.2,352.9551269,84,0,49.3,8,88,4.34,89,1.8,3836,3.5,3.4,0.677,12.6,4.294560608892605
780,2005,1,69.7,28,7,5.71,289.7418649,87,0,48.2,8,86,4.26,87,2.0,3681,3.5,3.4,0.668,12.6,4.258445572902527
781,2004,1,69.3,214,7,5.16,182.6162515,82,0,47.2,8,66,4.28,79,2.1,2421,3.6,3.5,0.666,12.5,4.252771798816619
782,2003,1,73.0,22,7,6.32,293.0196601,79,0,46.1,8,65,5.53,79,2.3,2372,3.6,3.5,0.665,12.4,4.30406509320417
783,2002,1,71.4,189,7,6.43,4.67359227,63,0,45.1,8,74,5.79,82,2.4,38,3.7,3.6,0.66,12.3,4.282206299391671
784,2001,1,71.2,188,7,6.13,340.0239945,66,113,44.1,9,71,5.59,72,2.5,2862,3.8,3.6,0.656,12.3,4.279440045898781
785,2000,1,72.0,176,7,6.58,44.79247812,68,253,43.1,9,71,5.9,78,2.5,282,3.8,3.7,0.651,12.2,4.290459441148391
786,2015,1,76.2,118,6,0.0,0.0,78,0,54.2,7,84,0.0,78,0.1,625,1.2,1.1,0.739,14.0,4.3463994570307305
787,2014,1,76.0,121,6,3.82,79.11626341,83,0,53.5,7,84,9.16,83,0.1,6432,1.2,1.1,0.737,14.0,4.343805421853684
788,2013,1,76.0,121,6,3.77,59.12850204,87,0,52.8,8,87,7.29,87,0.1,674,1.3,1.1,0.725,13.4,4.343805421853684
789,2012,1,75.5,127,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,572,1.3,1.2,0.717,13.3,4.33729074083249
790,2011,1,75.3,131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,5223,1.3,1.2,0.71,13.2,4.334672938290411
791,2010,1,75.0,134,7,3.95,367.9285652,9,0,5.7,8,88,5.9,91,0.1,4657,1.3,1.2,0.703,13.1,4.330733340286331
792,2009,1,75.1,137,7,3.87,282.1440066,91,0,5.0,8,91,5.58,94,0.1,4255,1.3,1.2,0.702,13.1,4.33204826486764
793,2008,1,74.6,139,7,3.76,197.9303077,93,1,49.3,9,94,5.66,96,0.1,4274,1.3,1.2,0.698,13.0,4.3254562831854875
794,2007,1,74.7,14,7,3.63,19.60467787,94,0,48.6,9,95,5.94,96,0.2,359,1.4,1.3,0.696,12.9,4.3267781604434035
795,2006,1,74.4,144,8,3.52,19.13983284,96,0,47.9,9,92,5.86,96,0.3,335,1.4,1.3,0.693,12.8,4.32280727501391
796,2005,1,74.2,151,8,3.54,18.09317114,92,0,47.2,9,89,5.87,92,0.3,321,1.4,1.3,0.688,12.8,4.320151230955794
797,2004,1,74.4,148,8,3.65,16.37920405,88,0,46.5,9,9,6.22,88,0.3,278,1.5,1.3,0.682,12.7,4.32280727501391
798,2003,1,74.4,151,8,3.69,18.26183281,82,0,45.8,10,97,6.46,87,0.3,244,1.5,1.4,0.679,12.6,4.32280727501391
799,2002,1,73.6,157,8,3.88,187.3843511,75,0,45.1,10,88,4.62,88,0.3,2183,1.5,1.4,0.675,12.5,4.312140507209715
800,2001,1,73.4,158,9,4.13,14.5887403,69,2,44.3,10,9,3.86,89,0.3,193,1.6,1.5,0.67,12.4,4.309455941839047
801,2000,1,72.8,163,9,3.99,84.17527008,36,0,43.6,11,83,3.38,87,0.3,1451,1.6,1.5,0.668,12.4,4.301358731606427
802,2015,1,79.0,159,51,0.0,0.0,93,5432,61.1,60,93,0.0,93,0.1,0,2.8,2.8,0.688,13.1,4.382026634673881
803,2014,1,78.0,161,53,0.21,0.0,94,1314,6.2,62,94,5.64,94,0.1,0,2.8,2.8,0.686,13.1,4.3694478524670215
804,2013,1,79.0,159,54,0.21,0.0,97,405,59.4,63,97,5.46,97,0.1,0,2.9,2.8,0.681,12.8,4.382026634673881
805,2012,1,72.0,165,54,0.23,0.0,93,245,58.6,64,93,5.29,93,0.1,0,2.9,2.8,0.673,12.4,4.290459441148391
806,2011,1,74.0,168,55,0.22,0.0,96,26,57.8,64,96,5.4,96,0.1,0,2.9,2.9,0.671,12.4,4.31748811353631
807,2010,1,70.0,173,54,0.22,0.0,97,16,57.0,64,97,4.8,97,0.1,0,3.0,2.9,0.665,12.2,4.2626798770413155
808,2009,1,69.9,174,54,0.21,0.0,97,608,56.2,64,97,5.1,97,0.1,0,3.0,3.0,0.659,12.0,4.2612704335380815
809,2008,1,69.8,172,54,0.24,0.0,97,668,55.5,65,97,4.82,97,0.1,0,3.1,3.0,0.651,11.9,4.259859000699674
810,2007,1,69.7,171,55,0.21,0.0,98,1684,54.8,65,98,4.95,98,0.1,0,3.1,3.1,0.644,11.7,4.258445572902527
811,2006,1,69.5,175,55,0.18,0.0,98,953,54.2,66,98,5.24,98,0.1,0,3.2,3.1,0.636,11.5,4.255612709818223
812,2005,1,69.4,174,56,0.16,0.0,98,77,53.5,68,98,5.6,98,0.1,0,3.2,3.2,0.629,11.4,4.254193263163997
813,2004,1,69.0,176,57,0.16,0.0,97,80,52.9,70,97,5.21,97,0.1,0,3.3,3.2,0.623,11.2,4.248495242049359
814,2003,1,68.6,178,59,0.15,0.0,98,164,52.3,72,98,5.41,98,0.1,0,3.3,3.3,0.621,11.3,4.242764567340374
815,2002,1,68.7,177,61,0.15,0.0,97,653,51.8,75,97,5.97,97,0.1,0,3.4,3.4,0.617,11.2,4.244200317766478
816,2001,1,68.6,177,63,0.14,0.0,99,2150,51.2,78,99,5.75,99,0.1,0,3.5,3.4,0.612,11.1,4.242764567340374
817,2000,1,68.8,171,65,0.14,0.0,98,2633,5.7,82,98,5.55,98,0.1,0,3.6,3.5,0.606,11.0,4.2456340097683265
818,2015,1,73.5,178,2,0.0,0.0,91,0,56.1,2,92,0.0,91,0.2,4127,1.6,1.5,0.678,13.2,4.310799125385514
819,2014,1,73.3,181,2,2.52,665.7260253,93,0,55.4,2,93,6.77,94,0.2,3988,1.6,1.6,0.676,13.2,4.308110951723713
820,2013,1,73.0,184,2,2.42,653.6925016,92,0,54.7,2,92,6.95,92,0.2,3895,1.6,1.6,0.675,13.2,4.30406509320417
821,2012,1,73.0,181,2,2.48,591.7757569,92,0,54.1,2,93,6.7,92,0.3,3827,1.6,1.6,0.67,13.2,4.30406509320417
822,2011,1,72.0,197,2,2.37,549.2783081,89,0,53.4,2,9,6.81,89,0.3,3736,1.7,1.6,0.666,13.0,4.290459441148391
